Species,Month,Year,Date,Jday,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,Gonad.stage,Run.sperm,MOD,Yolky.ova,Uter.stage,Maturity.Stage,Maternity.Stage,Emb,EmbTL,Embryo,Male.Emb,Female.Emb,Vertebrae,PCL.Vert,AgeAgree,Source
SSS,11,2009,16/10/2009,289,R0570,68,810,620,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,16/10/2009,289,272709,71.7,921,650,3.75,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1.917,
SSS,11,2009,16/10/2009,289,272710,89,1137,815,9.2,f,n,NA,NA,NA,NA,7,0,5,1,1,4,398,FALSE,3,1,FALSE,NA,NA,
SSS,5,2009,4/04/2009,94,U292,70,900,NA,3.95,f,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,144200,65.5,846,590,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,11,2009,27/10/2009,300,R0943,90,1180,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,6/08/2010,218,999068,NA,883,NA,NA,m,n,41,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0946,85,1050,NA,NA,m,NA,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0947,84,1040,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0949,76,950,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0948,87.5,1100,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0991,85,1060,NA,NA,m,NA,86,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0992,80.5,1030,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0993,72,925,NA,NA,m,n,78,p,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0994,95,1085,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0996,99,1230,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,12,2008,30/11/2008,335,187698,86.5,1110,800,5.9,f,n,NA,NA,NA,NA,9,0,6,1,1,NA,NA,FALSE,NA,NA,TRUE,NA,4,
SSS,5,2009,4/04/2009,94,144207,NA,1069,NA,NA,f,n,NA,NA,NA,NA,24,1,5,1,1,2,97.5,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,4/04/2009,94,144202,NA,845,NA,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,5,2009,4/04/2009,94,144203,NA,1220,NA,NA,f,n,NA,NA,NA,NA,22,1,5,1,1,4,52,FALSE,NA,NA,TRUE,NA,5.417,
SSS,5,2009,4/04/2009,94,144204,NA,912,NA,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,9,2010,7/08/2010,219,132253,NA,1213,867,NA,f,n,NA,NA,NA,NA,5,0,5,1,1,4,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,7/08/2010,219,132252,49.6,649,447,NA,m,n,10,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.75,
SSS,11,2009,8/10/2009,281,317275,86,1086,785,7.7,f,n,NA,NA,NA,NA,7,0,5,1,1,2,366,FALSE,1,1,TRUE,NA,4.917,
SSS,5,2009,4/04/2009,94,144208,63.2,824,569,NA,m,n,23,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0943,83.4,1010,NA,NA,m,n,64,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,7/10/2009,280,317274,84,1060,765,6.85,f,n,NA,NA,NA,NA,6,0,5,1,1,2,389.5,FALSE,1,1,TRUE,NA,3.917,
SSS,11,2009,8/10/2009,281,317276,76.4,975,695,5.2,m,n,78,y,2,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.917,
SSS,9,2010,7/08/2010,219,132251,53.4,707,480,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,0.75,
SSS,9,2010,6/08/2010,218,999071,NA,873,NA,NA,m,n,24,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,6/08/2010,218,999070,NA,928,NA,NA,m,n,58,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14465,77.4,997,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,1/09/2009,244,R0848,103,1230,900,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,1/09/2009,244,R0869,88,1090,760,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U332,81.5,1050,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231565,84,1055,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2010,13/09/2010,256,114023,91.9,1155,836,9.2,f,NA,NA,NA,NA,NA,7,0,5,1,1,3,367.3,FALSE,1,2,TRUE,NA,NA,
SSS,10,2009,9/09/2009,252,362138,86.6,1098,795,8,f,n,NA,NA,NA,NA,6,0,5,1,1,2,288.5,FALSE,1,1,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,U331,83,1070,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U334,74,940,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U329,82,1065,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,1/09/2009,244,R0849,107,1300,940,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,192086,82.5,1041,749,6.4,m,n,77,y,2,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2009,1/09/2009,244,345397,89.8,1132,820,9,f,n,NA,NA,NA,NA,6,0,5,1,1,4,322.25,FALSE,3,1,TRUE,NA,NA,
SSS,10,2010,22/09/2010,265,R0482,101,1264,935,NA,f,n,NA,NA,NA,NA,7,0,5,1,1,4,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,U336,82,955,NA,NA,m,NA,89,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U330,79,1015,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U338,83.5,1045,765,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,1/09/2009,244,R0847,NA,1145,820,10.05,f,n,NA,NA,NA,NA,5,0,5,1,1,3,362.67,FALSE,1,2,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,U339,80,1014,730,NA,m,NA,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,U337,86,1085,NA,NA,m,NA,90,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,2/09/2009,245,R0868,96,1200,850,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,192089,76.2,970,689,5.1,m,n,72,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2009,2/09/2009,245,R0867,103,1240,900,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,192087,81.2,1039,730,5.9,f,n,NA,NA,NA,NA,5,0,5,1,1,2,260,FALSE,1,1,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14453,76.8,991,NA,NA,m,n,70,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2010,13/09/2010,256,114025,85,1064,775,6.85,f,n,NA,NA,NA,NA,5,0,5,1,1,2,342,FALSE,1,1,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,U340,82,1055,NA,NA,m,NA,90,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231548,65,830,585,NA,m,NA,25,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,10,2009,2/09/2009,245,R0552,95,1170,840,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,7/08/2010,219,999073,NA,990,NA,NA,f,n,NA,NA,NA,NA,5,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,3,2012,3/02/2012,34,U20145,40.5,540,360,NA,m,p,11,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,0,
SSS,3,2012,3/02/2012,34,U20146,37.4,505,330,NA,f,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,0,
