Source,Species,Date,Month,Year,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,MOD,Yolky.ova,Uter.stage,Emb,EmbTL,Embryo,Sex.Ratio.M.F,PCL.Vert,Lat,Long,LatDeg,LatMin,LonDeg,LonMin,Depth,Depth 1,Depth 2,Reader1,Reader2,AgeAgree,Decision,Readability,Edge Analysis,MIR,MIR Note
QLD,ABT,,4,2008,216058,53.9,68.2,,,M,n,6,n,,,,,,FALSE,,,19.1061,146.97822,,0,,0,,,20,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216060,66,83.51355201,59.5,,M,n,12,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,1,1,1.416666667,,,,,
QLD,ABT,,4,2008,216062,56,71.50336134,50.5,,F,n,,,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216063,57,70.5,,,F,n,,,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216064,57.5,73.3,,,F,n,,,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216075,66.5,84.5,,,M,n,10,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,1,1,1.416666667,,,,,
QLD,ABT,,4,2008,216081,49,62.3,,,M,n,8,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216086,51,65,,,M,n,10,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216086,51,65,,,M,n,10,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216087,56,71.8,,,F,n,,,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216088,57.5,73.1,,,F,n,,,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216089,53,67.6,,,M,n,10,n,,,,,,FALSE,,,19.09052,146.85438,,0,,0,,,19,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216090,51,65,,,F,n,,,,,,,,FALSE,,,19.09424,146.84981,,0,,0,,,19,,,,,,,,
QLD,ABT,25/09/2013,9,2007,220503,55.8,73.2,52.9,,F,,,,,,,,,FALSE,,,19.10576,6.57699,,0,,0,6.5,,,0,1,0.833333333,,,,,
QLD,ABT,25/09/2013,9,2007,220506,55.8,70.1,50.2,,F,,,,,,,,,FALSE,,,19.10576,6.57699,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,25/09/2013,9,2007,220511,60.5,77.6,55.4,,F,,,,,,,,,FALSE,,,19.10576,6.57699,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,25/09/2013,9,2007,220519,60.5,76.1,54.3,2.4,M,n,13,n,,,,,,FALSE,,,19.10576,6.57699,,0,,0,,,,0,0,0.833333333,,,,,
QLD,ABT,25/09/2013,9,2007,220524,62,78.4,57,2.95,F,n,,,,,,,,FALSE,,,19.10576,6.57699,,0,,0,,,,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,220583,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220584,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220585,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220586,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220587,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220588,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220589,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220591,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220592,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/09/2013,9,2007,220593,,,,,,,,,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,18/04/2013,4,2009,231553,68.5,87,62,,M,,20,n,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,1,0,1.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231558,57,72.5,,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231560,57,72,,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231563,56,71.5,,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231574,51.5,65.1,47,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231587,56,71,51,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231592,53,68,,,F,,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231592,53,68,,,F,,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231592,53,68,,,F,,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231592,53,68,,,F,,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231596,55,70,,,F,,,,,,,,,FALSE,,,23.80533,151.38577,,0,,0,,,,0,0,0.416666667,,,,,
QLD,ABT,18/04/2013,4,2009,231628,67,86,,,M,,20,,,,,,,FALSE,,,23.50254,151.36993,,0,,0,,,,0,0,1.416666667,,,,,
QLD,ABT,,9,2007,234588,58.5,74.7,53.5,2.38,M,n,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.833333333,,,,,
QLD,ABT,,9,2007,234598,74.2,93.9,67,5.15,M,n,,,,,,,,FALSE,,,19.0394,146.55885,,0,,0,10,,,0,1,1.833333333,,,,,
QLD,ABT,,9,2007,234622,73.2,92.7,65.8,4.15,M,n,,,,,,,,FALSE,,,19.0394,146.55885,,0,,0,10,,,1,2,2.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234624,75.5,97.5,68.4,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,2,2,2.833333333,,,,,
QLD,ABT,,9,2007,234645,,148.8273393,109,,M,n,80,y,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,,,,,,,,
QLD,ABT,,9,2007,234647,,143.5219229,105,,M,n,89,y,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,,,,,,,,
QLD,ABT,20/09/2013,9,2007,234650,,97.0995289,70,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,3,3,3.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234653,,72.5619778,51.5,,M,n,12,n,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234654,,95.64053938,68.9,,M,n,22,n,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,2,2,2.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234656,,71.89880074,51,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234657,,88.34559175,63.4,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,1,1,1.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234660,,72.42934239,51.4,,,,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234661,,73.22515486,52,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,0,0,0.833333333,,,,,
QLD,ABT,,9,2007,234666,,124.1571528,90.4,,M,n,85,p,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,,,,,,,,
QLD,ABT,22/09/2013,9,2007,234667,,111.6894242,81,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,4,3,3.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,234669,,105.7208306,76.5,,M,n,33,n,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,4,4,4.833333333,,,,,
QLD,ABT,,9,2007,234670,,133.574267,97.5,,M,n,90,y,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,,,,,,,,
QLD,ABT,20/09/2013,9,2007,234673,72,91.2,65,,F,n,,,,,,,,FALSE,,,19.36558,147.14452,,0,,0,6.5,,,1,1,1.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234677,75.6,95.7,68.4,,M,,21,n,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,1,1,1.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234681,75.5,96.5,68.5,,M,,20,n,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,3,3,3.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234682,65.8,83.4,59.4,,F,,,,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,1,1,1.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,234683,58.6,74.4,52.9,,M,,14,n,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,0,0,0.833333333,,,,,
QLD,ABT,1/09/2013,9,2007,234687,54.6,69,49,1.55,F,n,,,,,A,,,FALSE,,87,,,,0,,0,,,,0,0,0.833333333,,,,,
QLD,ABT,13/05/2013,5,2007,241975,120,150,115,16,F,n,,,,2,E,2,240,FALSE,,,,,,0,,0,2,,,10,11,11.5,,,,,
QLD,ABT,13/05/2013,5,2007,241976,85,107.5,77,7.6,M,n,40,,,,,,,FALSE,,,,,,0,,0,2,,,4,3,3.5,,,,,
QLD,ABT,15/05/2013,5,2007,241996,52,67,47,1.52,M,,,,,,,,,FALSE,,,17.26164,145.98894,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,,5,2007,242021,54,69.5,49.5,1.81,M,,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,0.5,,,,,
QLD,ABT,15/05/2013,5,2007,242024,53.5,68,48,1.71,M,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,,5,2007,242026,53,67,48,1.73,M,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,15/05/2013,5,2007,242028,,111,81,8.32,F,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,3,4,4.5,,,,,
QLD,ABT,15/05/2013,5,2007,242029,55.5,70,,1.89,F,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,15/05/2013,5,2007,242031,54,69,49,1.93,F,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,,5,2007,242036,54,68,48.5,1.78,F,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,15/05/2013,5,2007,242037,49,61.5,43.5,1.29,M,,,,,,,,,FALSE,,,17.38496,146.06107,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,16/05/2013,5,2007,242041,54.9,69.5,49.5,1.6,F,n,,,,,,,,FALSE,,,17.39192,146.06992,,0,,0,2,,,0,0,0.5,,,,,
QLD,ABT,16/05/2013,5,2007,242057,83,106,75.5,6.7,F,,,,,,,,,FALSE,,,17.36028,146.0356,,0,,0,3,,,4,4,4.5,,,,,
QLD,ABT,31/05/2013,6,2007,242123,67,85,59.5,,M,n,20,n,,,,,,FALSE,,,,,,0,,0,,,,1,1,1.583333333,,,,,
QLD,ABT,31/05/2013,5,2007,242124,,,,,,,,,,,,,,FALSE,,,18.70585,146.44833,,0,,0,15,,,0,0,0.5,,,,,
QLD,ABT,1/06/2013,6,2007,242139,67.5,85.5,,,F,,,,,,,,,FALSE,,,18.76884,146.50194,,0,,0,20,,,1,1,1.583333333,,,,,
QLD,ABT,1/06/2013,6,2007,242140,73.5,92.5,,,,,,,,,,,,FALSE,,,18.76884,146.50194,,0,,0,20,,,1,1,1.583333333,,,,,
QLD,ABT,1/06/2013,6,2007,242151,83,103.9308761,,,F,,,,,,,,,FALSE,,,18.75462,146.51982,,0,,0,20,,,2,2,2.583333333,,,,,
QLD,ABT,24/06/2013,6,2007,242163,55,69.5,50,,F,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,0,0.583333333,,,,,
QLD,ABT,24/06/2013,6,2007,242164,54.5,68.5,49,,M,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,1,0.583333333,,,,,
QLD,ABT,24/06/2013,6,2007,242166,53,67,47.5,,M,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,0,0.583333333,,,,,
QLD,ABT,24/06/2013,6,2007,242168,51,64.5,45.5,,M,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,0,0.583333333,,,,,
QLD,ABT,25/06/2013,6,2007,242177,54.5,67,49,,F,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,0,0.583333333,,,,,
QLD,ABT,25/06/2013,6,2007,242178,55,69,49,,F,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,0,0.583333333,,,,,
QLD,ABT,25/06/2013,6,2007,242183,67.5,84.5,61,,F,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,0,1,1.583333333,,,,,
QLD,ABT,25/06/2013,6,2007,242184,57,71,51,,F,,,,,,,,,FALSE,,,17.52941,146.07915,,0,,0,3,,,,0,0.583333333,,,,,
QLD,ABT,26/09/2013,9,2007,243508,59.4,76.3,54,,M,n,15,n,,,,,,FALSE,,,19.126028,146.916722,,0,,0,7,,,,,,,,,,
QLD,ABT,26/09/2013,9,2007,243509,57,72.9,52,,M,n,13,n,,,,,,FALSE,,,19.126028,146.916722,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,ABT,,9,2007,243510,43.7,66.6,48,,M,n,11,n,,,,,,FALSE,,,19.126028,146.916722,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,ABT,26/09/2013,9,2007,243512,60,76.4,54.1,,F,n,,,,,A,,,FALSE,,,19.126028,146.916722,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,BTP,30/11/2007,11,2007,281634,58.5,74,53,2.2,f,y,,,,,A,,,FALSE,,104,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281635,57.7,72,51.9,2.2,f,p,,,,,A,,,FALSE,,110,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281636,61.7,77.9,56,3.2,m,y,19,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281637,59,73.5,53,1.9,f,y,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281638,57,71.6,51.5,2.4,f,p,,,,,A,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281639,58,72,51.9,2.2,m,p,12,n,,,,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281640,55.5,70,50,1.8,m,p,10,n,,,,,,FALSE,,102,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281641,58.3,73.5,52.3,1.9,m,y,15,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281642,59.2,74.1,53.3,2.2,m,y,15,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281643,59.2,74.3,53.5,2.2,m,y,14,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281644,59.9,74.9,54,2.4,m,y,17,n,,,,,,FALSE,,109,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281645,57.7,71.7,52,2.2,m,y,12,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281646,59.5,75.5,54,2.2,m,p,17,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281647,54.5,68.5,49.3,1.9,m,y,17,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281648,57.5,73.3,52.3,1.9,f,p,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281649,60.6,77.2,55.8,2.8,f,y,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281650,59.3,74,54,2.3,m,p,19,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281651,55.5,70,50,1.9,m,y,14,n,,,,,,FALSE,,107,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281652,57.5,71.5,51.5,2.2,f,y,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281653,56.5,71,51,1.9,f,p,,,,,A,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281654,57.4,72.5,52,1.9,f,p,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281655,57.5,72.5,52,2,m,p,15,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281656,55.5,71,50,1.9,m,p,13,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281657,56.6,72,51,2,m,y,14,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281658,55,69.6,49.8,1.6,m,p,13,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281659,57.4,72,51.8,2,m,p,14,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281660,58.3,72.4,52.5,2.4,f,y,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281661,58.5,73.4,53,2.4,f,y,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281662,53.7,68.1,48.3,1.8,m,y,13,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281663,56.4,70.1,50.5,2.2,m,p,13,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,ABT,30/11/2013,1,2007,281664,63.5,78.5,58,2.9,F,n,,,,,A,,,FALSE,,87,,,,0,,0,,,,1,1,1,,,,,
QLD,BTP,30/11/2007,11,2007,281665,52,65,46.3,0.9,m,p,10,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,ABT,30/11/2013,1,2007,281665,52,65,46.3,0.9,M,p,10,n,,,,,,FALSE,,100,,,,0,,0,,,,0,0,0,,,,,
QLD,BTP,30/11/2007,11,2007,281666,57,71.3,51,1.8,m,y,11,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281667,53.5,67,48,1.4,m,p,12,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281668,58.9,74,53,2,m,p,11,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281669,57,72.1,51.3,2,f,y,,,,,A,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281670,55.3,69.5,49.8,1.9,f,p,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281671,57,72.9,51.5,1.9,m,y,10,n,,,,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281672,57.1,71.5,51.4,1.8,f,p,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281673,55.6,69,49.7,1.4,m,y,15,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281674,57.5,72.5,52,2,f,p,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281675,57,71,51.7,1.7,f,y,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281676,63,79.4,57,2.6,m,p,16,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281677,57,71.6,51.4,1.9,f,p,,,,,A,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281678,57,71.5,51,1.9,f,p,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281679,61,76,55.5,2.1,m,p,14,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281680,62,78.5,52,2.2,f,n,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281681,55,69,49,2,m,p,15,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281682,44.5,69,49,1.8,m,p,14,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281683,59,74,53,1.6,f,n,,,,,A,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281684,56,71,50.5,2.2,f,p,,,,,A,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281685,53,66.5,47,1.6,m,p,12,n,,,,,,FALSE,,102,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281686,59.1,74,53.5,2.3,m,p,16,n,,,,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281687,56,71.1,50.7,2,f,p,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281688,56.8,72,50.7,2,m,p,13,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281689,58.3,73.3,52.2,2.3,m,p,15,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281690,60.6,76.7,54.6,2.5,m,p,14,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281691,56,71.1,50.7,2.2,m,y,13,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281692,54,68.4,48.8,2,m,p,13,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281693,57.5,73,51.5,2.1,m,p,14,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281694,52,66.5,47,1.7,m,y,12,n,,,,,,FALSE,,102,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281695,60.5,75.6,54.8,3,m,y,14,n,,,,,,FALSE,,102,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281696,57.3,72.5,,,,,,,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281697,55.6,71.1,,,,,,,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281698,53.6,69.1,,,,,,,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281699,55.6,70,,,,,,,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281700,56.4,71.8,,,,,,,,,,,,FALSE,,105,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281701,57.6,73.6,,,,,,,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281702,53.6,68.2,,,,,,,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281703,57.3,73,,,,,,,,,,,,FALSE,,102,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281704,53.6,69.1,,,,,,,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,281705,51.8,67.3,,,,,,,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,ABT,21/11/2013,1,2009,289657,117.5,148.5,106.5,20.85,M,n,97,y,,,,,,FALSE,,,,,,0,,0,,,,11,10,11,,,,,
QLD,ABT,21/11/2013,1,2009,289674,73.5,93.8,66.6,4.3,M,n,19,n,,,,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289674,73.5,93.8,66.6,4.3,M,n,19,n,,,,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289674,73.5,93.8,66.6,4.3,M,n,19,n,,,,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289674,73.5,93.8,66.6,4.3,M,n,19,n,,,,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289676,68.4,86.5,61.5,3.4,F,n,,,,,A,,,FALSE,,86,,,,0,,0,,,,0,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289677,64.8,81.7,58,2.95,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,2,,,,,
QLD,ABT,21/11/2013,1,2009,289679,59,75.1,53.5,2.25,F,n,,,,,A,,,FALSE,,87,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,21/11/2013,1,2009,289681,62.5,78.9,56.5,2.3,M,n,13,n,,,,,,FALSE,,88,,,,0,,0,,,,0,1,1,,,,,
QLD,ABT,21/11/2013,1,2009,289682,59.4,75,54.5,2.35,M,n,12,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,1,,,,,
